train_id,train_station,line,first_station,last_station,planned_departure,actual_departure,delay_minutes,delayed
33245,Köln Hbf,S12,Hennef(Sieg),Horrem,2025-08-08 18:50:00,2025-08-08 18:54:00,4,1
33126,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 18:47:00,2025-08-08 18:51:00,4,1
33754,Köln Hbf,RE8,Troisdorf,Rommerskirchen,2025-08-08 18:59:00,2025-08-08 19:00:00,1,1
89728,Köln Hbf,RE6,Minden(Westf),Köln/Bonn Flughafen,2025-08-08 18:58:00,2025-08-08 18:58:00,0,0
33753,Köln Hbf,RB27,Mönchengladbach Hbf,Troisdorf,2025-08-08 18:38:00,2025-08-08 18:46:00,8,1
33242,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 18:51:00,2025-08-08 18:54:00,3,1
32019,Köln Hbf,S19,Hennef(Sieg),Sindorf,2025-08-08 18:40:00,2025-08-08 18:50:00,10,1
26831,Köln Hbf,RE1,Aachen Hbf,Hamm(Westf)Hbf,2025-08-08 18:49:00,2025-08-08 18:52:00,3,1
655,Köln Hbf,ICE,Wuppertal Hbf,Berlin Ostbahnhof,2025-08-08 18:44:00,2025-08-08 18:48:00,4,1
10445,Köln Hbf,RB24,Köln Messe/Deutz,Kall,2025-08-08 18:46:00,2025-08-08 18:48:00,2,1
33124,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 18:27:00,2025-08-08 18:48:00,21,1
25437,Köln Hbf,RB26,Köln Messe/Deutz,Mainz Hbf,2025-08-08 18:56:00,2025-08-08 18:56:00,0,0
25460,Köln Hbf,RB26,Mainz Hbf,Köln Messe/Deutz,2025-08-08 18:05:00,2025-08-08 18:41:00,36,1
31610,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 18:44:00,2025-08-08 18:46:00,2,1
31625,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 18:57:00,2025-08-08 19:01:00,4,1
17427,Köln Hbf,RE7,Rheine,Krefeld Hbf,2025-08-08 18:41:00,2025-08-08 18:45:00,4,1
10044,Köln Hbf,RE22,Kall,Köln Messe/Deutz,2025-08-08 18:42:00,2025-08-08 18:44:00,2,1
10565,Köln Hbf,RB25,Lüdenscheid-Brügge,Köln Hansaring,2025-08-08 18:37:00,2025-08-08 18:44:00,7,1
32018,Köln Hbf,S19,Düren,Blankenberg(Sieg),2025-08-08 18:41:00,2025-08-08 18:44:00,3,1
203,Köln Hbf,ICE,Hamburg-Altona,Karlsruhe Hbf,2025-08-08 18:55:00,2025-08-08 19:05:00,10,1
31623,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 18:37:00,2025-08-08 18:41:00,4,1
10278,Köln Hbf,RB38,Köln Messe/Deutz,Bedburg(Erft),2025-08-08 18:29:00,2025-08-08 18:40:00,11,1
28528,Köln Hbf,RE5,Koblenz Hbf,Oberhausen Hbf,2025-08-08 18:31:00,2025-08-08 18:39:00,8,1
33123,Köln Hbf,S11,Bergisch Gladbach,Düsseldorf Flughafen Terminal,2025-08-08 18:34:00,2025-08-08 18:39:00,5,1
17359,Köln Hbf,RB48,Wuppertal-Oberbarmen,Bonn-Mehlem,2025-08-08 18:37:00,2025-08-08 18:38:00,1,1
10926,Köln Hbf,RE9,Siegen Hbf,Aachen Hbf,2025-08-08 18:47:00,2025-08-08 18:47:00,0,0
9486,Köln Hbf,EST,Aachen Hbf,Paris Nord,2025-08-08 18:29:00,2025-08-08 18:35:00,6,1
252,Köln Hbf,ICE,Frankfurt(Main)Hbf,Amsterdam Centraal,2025-08-08 18:39:00,2025-08-08 18:40:00,1,1
28527,Köln Hbf,RE5,Oberhausen Hbf,Koblenz Hbf,2025-08-08 18:32:00,2025-08-08 18:32:00,0,0
89733,Köln Hbf,RE6,Köln/Bonn Flughafen,Minden(Westf),2025-08-08 18:07:00,2025-08-08 18:09:00,2,1
33240,Köln Hbf,S12,Horrem,Au(Sieg),2025-08-08 18:31:00,2025-08-08 18:32:00,1,1
33243,Köln Hbf,S12,Au(Sieg),Horrem,2025-08-08 18:30:00,2025-08-08 18:32:00,2,1
32021,Köln Hbf,S19,Au(Sieg),Düren,2025-08-08 19:00:00,2025-08-08 19:01:00,1,1
17428,Köln Hbf,RE7,Krefeld Hbf,Münster(Westf)Hbf,2025-08-08 18:21:00,2025-08-08 18:27:00,6,1
33752,Köln Hbf,RB27,Troisdorf,Mönchengladbach Hbf,2025-08-08 18:25:00,2025-08-08 18:26:00,1,1
33751,Köln Hbf,RE8,Rommerskirchen,Troisdorf,2025-08-08 18:03:00,2025-08-08 18:03:00,0,0
10570,Köln Hbf,RB25,Köln Hansaring,Lüdenscheid-Brügge,2025-08-08 18:24:00,2025-08-08 18:27:00,3,1
10055,Köln Hbf,RE22,Köln Messe/Deutz,Kall,2025-08-08 18:21:00,2025-08-08 18:29:00,8,1
10443,Köln Hbf,RB24,Köln Messe/Deutz,Euskirchen,2025-08-08 18:11:00,2025-08-08 18:21:00,10,1
735,Köln Hbf,ICE,Hamburg-Altona,Aachen Hbf,2025-08-08 18:03:00,2025-08-08 18:07:00,4,1
905,Köln Hbf,ICE,Siegburg/Bonn,Frankfurt(Main)Hbf,2025-08-08 18:00:00,2025-08-08 18:13:00,13,1
26826,Köln Hbf,RE1,Hamm(Westf)Hbf,Aachen Hbf,2025-08-08 18:15:00,2025-08-08 18:21:00,6,1
10925,Köln Hbf,RE9,Aachen Hbf,Siegen Hbf,2025-08-08 18:23:00,2025-08-08 18:23:00,0,0
2440,Köln Hbf,IC,Bielefeld Hbf,Karlsruhe Hbf,2025-08-08 18:52:00,2025-08-08 19:13:00,21,1
10275,Köln Hbf,RB38,Bedburg(Erft),Köln Messe/Deutz,2025-08-08 18:31:00,2025-08-08 18:31:00,0,0
28,Köln Hbf,ICE,Wien Hbf,Dortmund Hbf,2025-08-08 18:11:00,2025-08-08 18:31:00,20,1
31608,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 18:24:00,2025-08-08 18:25:00,1,1
32016,Köln Hbf,S19,Düren,Hennef(Sieg),2025-08-08 18:21:00,2025-08-08 18:22:00,1,1
32017,Köln Hbf,S19,Blankenberg(Sieg),Düren,2025-08-08 18:20:00,2025-08-08 18:22:00,2,1
10572,Köln Hbf,RB25,Köln Hansaring,Gummersbach,2025-08-08 18:54:00,2025-08-08 18:54:00,0,0
10442,Köln Hbf,RB24,Kall,Köln Messe/Deutz,2025-08-08 18:15:00,2025-08-08 18:19:00,4,1
31621,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 18:17:00,2025-08-08 18:17:00,0,0
33239,Köln Hbf,S12,Hennef(Sieg),Horrem,2025-08-08 18:10:00,2025-08-08 18:14:00,4,1
33238,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 18:11:00,2025-08-08 18:14:00,3,1
516,Köln Hbf,ICE,München Hbf,Hamburg-Altona,2025-08-08 18:11:00,2025-08-08 18:11:00,0,0
10563,Köln Hbf,RB25,Gummersbach,Köln Hansaring,2025-08-08 18:07:00,2025-08-08 18:11:00,4,1
33120,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 18:07:00,2025-08-08 18:10:00,3,1
32012,Köln Hbf,S19,Düren,Au(Sieg),2025-08-08 18:01:00,2025-08-08 18:06:00,5,1
31606,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 18:04:00,2025-08-08 18:08:00,4,1
33754,Köln Hbf,RE8,Troisdorf,Rommerskirchen,2025-08-08 18:59:00,2025-08-08 18:59:00,0,0
33127,Köln Hbf,S11,Bergisch Gladbach,Dormagen,2025-08-08 18:54:00,2025-08-08 18:57:00,3,1
203,Köln Hbf,ICE,Hamburg-Altona,Karlsruhe Hbf,2025-08-08 18:55:00,2025-08-08 19:04:00,9,1
10572,Köln Hbf,RB25,Köln Hansaring,Gummersbach,2025-08-08 18:54:00,2025-08-08 18:57:00,3,1
32021,Köln Hbf,S19,Au(Sieg),Düren,2025-08-08 19:00:00,2025-08-08 19:02:00,2,1
26831,Köln Hbf,RE1,Aachen Hbf,Hamm(Westf)Hbf,2025-08-08 18:49:00,2025-08-08 18:54:00,5,1
2440,Köln Hbf,IC,Bielefeld Hbf,Karlsruhe Hbf,2025-08-08 18:52:00,2025-08-08 19:12:00,20,1
33248,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 19:11:00,2025-08-08 19:17:00,6,1
28530,Köln Hbf,RE5,Koblenz Hbf,Oberhausen Hbf,2025-08-08 19:31:00,2025-08-08 19:34:00,3,1
89730,Köln Hbf,RE6,Minden(Westf),Köln/Bonn Flughafen,2025-08-08 19:52:00,2025-08-08 19:55:00,3,1
33755,Köln Hbf,RE8,Rommerskirchen,Troisdorf,2025-08-08 19:03:00,2025-08-08 19:04:00,1,1
25434,Köln Hbf,RB26,Mainz Hbf,Köln Messe/Deutz,2025-08-08 19:05:00,2025-08-08 19:24:00,19,1
26828,Köln Hbf,RE1,Hamm(Westf)Hbf,Aachen Hbf,2025-08-08 19:15:00,2025-08-08 19:24:00,9,1
6,Köln Hbf,EC,Interlaken Ost,Dortmund Hbf,2025-08-08 19:12:00,2025-08-08 19:29:00,17,1
26833,Köln Hbf,RE1,Aachen Hbf,Hamm(Westf)Hbf,2025-08-08 19:49:00,2025-08-08 19:49:00,0,0
33254,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 19:51:00,2025-08-08 19:51:00,0,0
4187,Köln Hbf,RE12,Köln Messe/Deutz,Euskirchen,2025-08-08 19:05:00,2025-08-08 19:05:00,0,0
10277,Köln Hbf,RB38,Bedburg(Erft),Köln Messe/Deutz,2025-08-08 19:31:00,2025-08-08 19:33:00,2,1
31616,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 19:24:00,2025-08-08 19:27:00,3,1
1021,Köln Hbf,ICE,Hamburg-Altona,Nürnberg Hbf,2025-08-08 19:53:00,2025-08-08 20:07:00,14,1
33758,Köln Hbf,RE8,Troisdorf,Rommerskirchen,2025-08-08 19:59:00,2025-08-08 19:59:00,0,0
10,Köln Hbf,ICE,Aachen Hbf,Bruxelles Midi,2025-08-08 19:28:00,2025-08-08 19:28:00,0,0
32020,Köln Hbf,S19,Düren,Au(Sieg),2025-08-08 19:01:00,2025-08-08 19:11:00,10,1
33134,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:47:00,2025-08-08 20:01:00,14,1
33132,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:27:00,2025-08-08 19:31:00,4,1
33131,Köln Hbf,S11,Bergisch Gladbach,Düsseldorf Flughafen Terminal,2025-08-08 19:34:00,2025-08-08 19:36:00,2,1
33252,Köln Hbf,S12,Horrem,Au(Sieg),2025-08-08 19:31:00,2025-08-08 19:31:00,0,0
10928,Köln Hbf,RE9,Siegen Hbf,Aachen Hbf,2025-08-08 19:47:00,2025-08-08 19:47:00,0,0
10927,Köln Hbf,RE9,Aachen Hbf,Siegen Hbf,2025-08-08 19:23:00,2025-08-08 19:23:00,0,0
10048,Köln Hbf,RE22,Kall,Köln Messe/Deutz,2025-08-08 19:43:00,2025-08-08 19:44:00,1,1
31614,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 19:04:00,2025-08-08 19:04:00,0,0
17362,Köln Hbf,RB48,Bonn-Mehlem,Wuppertal-Oberbarmen,2025-08-08 19:25:00,2025-08-08 19:25:00,0,0
9459,Köln Hbf,EST,Paris Nord,Düsseldorf Hbf,2025-08-08 19:33:00,2025-08-08 19:35:00,2,1
32024,Köln Hbf,S19,Düren,Hennef(Sieg),2025-08-08 19:21:00,2025-08-08 19:23:00,2,1
10444,Köln Hbf,RB24,Kall,Köln Messe/Deutz,2025-08-08 19:15:00,2025-08-08 19:15:00,0,0
10280,Köln Hbf,RB38,Köln Messe/Deutz,Bedburg(Erft),2025-08-08 19:29:00,2025-08-08 19:30:00,1,1
32026,Köln Hbf,S19,Sindorf,Blankenberg(Sieg),2025-08-08 19:41:00,2025-08-08 19:42:00,1,1
10574,Köln Hbf,RB25,Köln Hansaring,Lüdenscheid-Brügge,2025-08-08 19:24:00,2025-08-08 19:24:00,0,0
28529,Köln Hbf,RE5,Oberhausen Hbf,Koblenz Hbf,2025-08-08 19:32:00,2025-08-08 19:32:00,0,0
10057,Köln Hbf,RE22,Köln Messe/Deutz,Kall,2025-08-08 19:22:00,2025-08-08 19:22:00,0,0
615,Köln Hbf,ICE,Hamburg-Altona,München Hbf,2025-08-08 19:55:00,2025-08-08 20:01:00,6,1
33757,Köln Hbf,RB27,Mönchengladbach Hbf,Troisdorf,2025-08-08 19:38:00,2025-08-08 19:38:00,0,0
31631,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 19:37:00,2025-08-08 19:38:00,1,1
33255,Köln Hbf,S12,Hennef(Sieg),Horrem,2025-08-08 19:50:00,2025-08-08 19:51:00,1,1
159,Köln Hbf,ICE,Amsterdam Centraal,Frankfurt(Main)Hbf,2025-08-08 19:28:00,2025-08-08 20:11:00,43,1
104,Köln Hbf,ICE,Basel SBB,Hamburg-Altona,2025-08-08 19:11:00,2025-08-08 19:12:00,1,1
32027,Köln Hbf,S19,Hennef(Sieg),Düren,2025-08-08 19:40:00,2025-08-08 19:41:00,1,1
89735,Köln Hbf,RE6,Köln/Bonn Flughafen,Minden(Westf),2025-08-08 19:07:00,2025-08-08 19:07:00,0,0
33756,Köln Hbf,RB27,Troisdorf,Mönchengladbach Hbf,2025-08-08 19:25:00,2025-08-08 19:26:00,1,1
17430,Köln Hbf,RE7,Krefeld Hbf,Münster(Westf)Hbf,2025-08-08 19:21:00,2025-08-08 19:21:00,0,0
10567,Köln Hbf,RB25,Gummersbach,Köln Hansaring,2025-08-08 19:07:00,2025-08-08 19:09:00,2,1
33129,Köln Hbf,S11,Bergisch Gladbach,Düsseldorf Flughafen Terminal,2025-08-08 19:14:00,2025-08-08 19:14:00,0,0
31629,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 19:17:00,2025-08-08 19:18:00,1,1
32029,Köln Hbf,S19,Au(Sieg),Düren,2025-08-08 20:00:00,2025-08-08 20:01:00,1,1
17429,Köln Hbf,RE7,Rheine,Krefeld Hbf,2025-08-08 19:41:00,2025-08-08 19:41:00,0,0
33128,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:07:00,2025-08-08 19:08:00,1,1
25439,Köln Hbf,RB26,Köln Messe/Deutz,Mainz Hbf,2025-08-08 19:56:00,2025-08-08 19:56:00,0,0
31618,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 19:44:00,2025-08-08 19:44:00,0,0
32025,Köln Hbf,S19,Blankenberg(Sieg),Sindorf,2025-08-08 19:20:00,2025-08-08 19:21:00,1,1
33249,Köln Hbf,S12,Hennef(Sieg),Horrem,2025-08-08 19:10:00,2025-08-08 19:11:00,1,1
33251,Köln Hbf,S12,Au(Sieg),Horrem,2025-08-08 19:30:00,2025-08-08 19:31:00,1,1
10569,Köln Hbf,RB25,Lüdenscheid-Brügge,Köln Hansaring,2025-08-08 19:37:00,2025-08-08 19:37:00,0,0
33248,Spich,S12,Horrem,Hennef(Sieg),2025-08-08 19:30:00,2025-08-08 19:36:00,6,1
33251,Spich,S12,Au(Sieg),Horrem,2025-08-08 19:06:00,2025-08-08 19:07:00,1,1
32020,Spich,S19,Düren,Au(Sieg),2025-08-08 19:24:00,2025-08-08 19:34:00,10,1
32024,Spich,S19,Düren,Hennef(Sieg),2025-08-08 19:44:00,2025-08-08 19:47:00,3,1
33242,Spich,S12,Horrem,Hennef(Sieg),2025-08-08 19:10:00,2025-08-08 19:13:00,3,1
32018,Spich,S19,Düren,Blankenberg(Sieg),2025-08-08 19:04:00,2025-08-08 19:08:00,4,1
33255,Spich,S12,Hennef(Sieg),Horrem,2025-08-08 19:26:00,2025-08-08 19:26:00,0,0
33252,Spich,S12,Horrem,Au(Sieg),2025-08-08 19:50:00,2025-08-08 19:51:00,1,1
32027,Spich,S19,Hennef(Sieg),Düren,2025-08-08 19:15:00,2025-08-08 19:15:00,0,0
32029,Spich,S19,Au(Sieg),Düren,2025-08-08 19:35:00,2025-08-08 19:35:00,0,0
10447,Köln Hbf,RB24,Köln Messe/Deutz,Euskirchen,2025-08-08 19:46:00,2025-08-08 19:50:00,4,1
159,Köln Hbf,ICE,Amsterdam Centraal,Frankfurt(Main)Hbf,2025-08-08 19:28:00,2025-08-08 19:56:00,28,1
1021,Köln Hbf,ICE,Hamburg-Altona,Nürnberg Hbf,2025-08-08 19:53:00,2025-08-08 20:16:00,23,1
957,Köln Hbf,ICE,Wuppertal Hbf,Berlin Ostbahnhof,2025-08-08 19:46:00,2025-08-08 19:45:00,-1,0
32026,Köln Hbf,S19,Sindorf,Blankenberg(Sieg),2025-08-08 19:41:00,2025-08-08 19:45:00,4,1
33134,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:47:00,2025-08-08 19:58:00,11,1
31618,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 19:44:00,2025-08-08 19:46:00,2,1
26833,Köln Hbf,RE1,Aachen Hbf,Hamm(Westf)Hbf,2025-08-08 19:49:00,2025-08-08 19:59:00,10,1
32027,Köln Hbf,S19,Hennef(Sieg),Düren,2025-08-08 19:40:00,2025-08-08 19:43:00,3,1
89730,Köln Hbf,RE6,Minden(Westf),Köln/Bonn Flughafen,2025-08-08 19:52:00,2025-08-08 20:01:00,9,1
31633,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 19:57:00,2025-08-08 20:02:00,5,1
17429,Köln Hbf,RE7,Rheine,Krefeld Hbf,2025-08-08 19:41:00,2025-08-08 19:42:00,1,1
33757,Köln Hbf,RB27,Mönchengladbach Hbf,Troisdorf,2025-08-08 19:38:00,2025-08-08 19:42:00,4,1
28530,Köln Hbf,RE5,Koblenz Hbf,Oberhausen Hbf,2025-08-08 19:31:00,2025-08-08 19:40:00,9,1
33131,Köln Hbf,S11,Bergisch Gladbach,Düsseldorf Flughafen Terminal,2025-08-08 19:34:00,2025-08-08 19:39:00,5,1
33254,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 19:51:00,2025-08-08 19:52:00,1,1
10928,Köln Hbf,RE9,Siegen Hbf,Aachen Hbf,2025-08-08 19:47:00,2025-08-08 19:48:00,1,1
615,Köln Hbf,ICE,Hamburg-Altona,München Hbf,2025-08-08 19:55:00,2025-08-08 20:09:00,14,1
10576,Köln Hbf,RB25,Köln Hansaring,Gummersbach,2025-08-08 19:54:00,2025-08-08 19:54:00,0,0
33132,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:27:00,2025-08-08 19:35:00,8,1
28529,Köln Hbf,RE5,Oberhausen Hbf,Koblenz Hbf,2025-08-08 19:32:00,2025-08-08 19:34:00,2,1
17362,Köln Hbf,RB48,Bonn-Mehlem,Wuppertal-Oberbarmen,2025-08-08 19:25:00,2025-08-08 19:35:00,10,1
33251,Köln Hbf,S12,Au(Sieg),Horrem,2025-08-08 19:30:00,2025-08-08 19:33:00,3,1
10280,Köln Hbf,RB38,Köln Messe/Deutz,Bedburg(Erft),2025-08-08 19:29:00,2025-08-08 19:31:00,2,1
10277,Köln Hbf,RB38,Bedburg(Erft),Köln Messe/Deutz,2025-08-08 19:31:00,2025-08-08 19:31:00,0,0
6,Köln Hbf,EC,Interlaken Ost,Dortmund Hbf,2025-08-08 19:12:00,2025-08-08 19:30:00,18,1
33129,Köln Hbf,S11,Bergisch Gladbach,Düsseldorf Flughafen Terminal,2025-08-08 19:14:00,2025-08-08 19:30:00,16,1
26828,Köln Hbf,RE1,Hamm(Westf)Hbf,Aachen Hbf,2025-08-08 19:15:00,2025-08-08 19:29:00,14,1
32024,Köln Hbf,S19,Düren,Hennef(Sieg),2025-08-08 19:21:00,2025-08-08 19:27:00,6,1
25434,Köln Hbf,RB26,Mainz Hbf,Köln Messe/Deutz,2025-08-08 19:05:00,2025-08-08 19:27:00,22,1
31616,Köln Hbf,S6,Düsseldorf Hbf,Köln-Worringen,2025-08-08 19:24:00,2025-08-08 19:25:00,1,1
17430,Köln Hbf,RE7,Krefeld Hbf,Münster(Westf)Hbf,2025-08-08 19:21:00,2025-08-08 19:22:00,1,1
32025,Köln Hbf,S19,Blankenberg(Sieg),Sindorf,2025-08-08 19:20:00,2025-08-08 19:20:00,0,0
31629,Köln Hbf,S6,Köln-Worringen,Düsseldorf Hbf,2025-08-08 19:17:00,2025-08-08 19:20:00,3,1
33248,Köln Hbf,S12,Horrem,Hennef(Sieg),2025-08-08 19:11:00,2025-08-08 19:16:00,5,1
10444,Köln Hbf,RB24,Kall,Köln Messe/Deutz,2025-08-08 19:15:00,2025-08-08 19:14:00,-1,0
33249,Köln Hbf,S12,Hennef(Sieg),Horrem,2025-08-08 19:10:00,2025-08-08 19:12:00,2,1
32020,Köln Hbf,S19,Düren,Au(Sieg),2025-08-08 19:01:00,2025-08-08 19:10:00,9,1
33128,Köln Hbf,S11,Düsseldorf Flughafen Terminal,Bergisch Gladbach,2025-08-08 19:07:00,2025-08-08 19:07:00,0,0
33755,Köln Hbf,RE8,Rommerskirchen,Troisdorf,2025-08-08 19:03:00,2025-08-08 19:03:00,0,0
33135,Köln Hbf,S11,Bergisch Gladbach,Dormagen,2025-08-08 19:54:00,2025-08-08 19:55:00,1,1
33259,Spich,S12,Hennef(Sieg),Horrem,2025-08-08 19:46:00,2025-08-08 19:46:00,0,0
32024,Spich,S19,Düren,Hennef(Sieg),2025-08-08 19:44:00,2025-08-08 19:51:00,7,1
33252,Spich,S12,Horrem,Au(Sieg),2025-08-08 19:50:00,2025-08-08 19:50:00,0,0
32029,Spich,S19,Au(Sieg),Düren,2025-08-08 19:35:00,2025-08-08 19:36:00,1,1
32020,Spich,S19,Düren,Au(Sieg),2025-08-08 19:24:00,2025-08-08 19:33:00,9,1
33242,Spich,S12,Horrem,Hennef(Sieg),2025-08-08 19:10:00,2025-08-08 19:15:00,5,1
32018,Spich,S19,Düren,Blankenberg(Sieg),2025-08-08 19:04:00,2025-08-08 19:07:00,3,1
32033,Spich,S19,Blankenberg(Sieg),Sindorf,2025-08-08 19:55:00,2025-08-08 19:55:00,0,0
